Pin,Mathna,Mathna,40.0158333,-77.0422222,490,0,Mifflin,Mathna
Pin,Kampel,Kampel,40.0483333,-76.9780556,610,0,Mifflin,Kampel
Pin,Brookside Farms,BrksdF,40.3152778,-76.6858333,489,0,Mifflin,Brookside Farms
Pin,Shreveport N,Shrvpr,40.035,-76.9941667,550,0,Mifflin,Shreveport N
Pin,Finkhaven,Fnkhvn,41.3683333,-77.0711111,640,0,Mifflin,Finkhaven
Pin,Bermudian,Bermdn,40.0163889,-77.0036111,470,0,Mifflin,Bermudian
Pin,Harrisburg,Hrrsbr,40.1933333,-76.7633333,310,0,Mifflin,Harrisburg
Pin,Bendigo,Bendig,40.5591667,-76.5597222,800,0,Mifflin,Bendigo
Pin,Strittmatter,Strttm,40.5469444,-78.6947222,2080,0,Mifflin,Strittmatter
Pin,Muir AAF,MuirAF,40.4347222,-76.5694444,480,0,Mifflin,Muir AAF
Pin,Shimerfield,Shmrfl,39.8966667,-77.195,550,0,Mifflin,Shimerfield
Pin,Cumberland Valley,Cumber,39.8166667,-77.7261111,580,0,Mifflin,Cumberland Valley
Pin,Circle W,Crc W,39.9586111,-76.9708333,460,0,Mifflin,Circle W
Pin,Krumenacker,Krmnck,40.5947222,-78.7786111,2040,0,Mifflin,Krumenacker
Pin,Hamilton,Hamltn,40.4255556,-78.7394444,2245,0,Mifflin,Hamilton
Pin,Stone Castle,StnCst,40.9736111,-76.5183333,585,0,Mifflin,Stone Castle
Pin,Fairview,Fairvw,40.5372222,-76.4661111,600,0,Mifflin,Fairview
Pin,JJ and PK,JJ+PK,39.7933333,-77.7780556,540,0,Mifflin,JJ and PK
Pin,Marsh Creek,MrshCr,39.8219444,-77.2919444,530,0,Mifflin,Marsh Creek
Pin,Lamberson,Lmbrsn,39.8825,-77.0836111,540,0,Mifflin,Lamberson
Pin,Ebensburg,Ebnsbr,40.4611111,-78.7752778,2099,0,Mifflin,Ebensburg
Pin,Farmers Pride,FrmrsP,40.4427778,-76.4427778,495,0,Mifflin,Farmers Pride
Pin,Horst,Horst,40.3780556,-76.4686111,450,0,Mifflin,Horst
Pin,MAASA,MAASA,39.7572222,-77.3516667,565,0,Mifflin,MAASA
Pin,Numidia,Numidi,40.8661111,-76.3975,1070,0,Mifflin,Numidia
Pin,Scheck,Scheck,41.1177778,-76.5119444,750,0,Mifflin,Scheck
Pin,Hagerstown,Hgrstw,39.7080556,-77.7291667,704,0,Mifflin,Hagerstown
Pin,Waltz,Waltz,39.7594444,-77.1927778,530,0,Mifflin,Waltz
Pin,Johnstown,Jhnstw,40.3169444,-78.8344444,2284,0,Mifflin,Johnstown
Pin,Broadt,Broadt,40.9980556,-76.3841667,920,0,Mifflin,Broadt
Pin,Krill,Krill,40.4477778,-76.3408333,520,0,Mifflin,Krill
Pin,Seesholtz,Sshltz,41.0444444,-76.3552778,730,0,Mifflin,Seesholtz
Pin,Alberter,Albrtr,40.1947222,-78.8327778,2070,0,Mifflin,Alberter
Pin,Grimes,Grimes,40.4852778,-76.2636111,582,0,Mifflin,Grimes
Pin,Tidmore,Tidmor,40.7047222,-76.2361111,917,0,Mifflin,Tidmore
Pin,Benton,Benton,41.2,-76.3872222,780,0,Mifflin,Benton
Pin,HiLine,HiLine,41.6944444,-77.1647222,2125,0,Mifflin,HiLine
Pin,Ragged Mtn,RggdMt,39.8172222,-78.48,1037,0,Mifflin,Ragged Mtn
Pin,McDonald's,McDnld,40.8855556,-76.1538889,1200,0,Mifflin,McDonald's
Pin,Blue Mountain Academy,BlMtnc,40.5522222,-76.0294444,531,0,Mifflin,Blue Mountain Academy
Pin,Crosswind,Crsswn,41.0347222,-76.0219444,1140,0,Mifflin,Crosswind
Pin,Hazleton,Hazltn,40.9866667,-75.995,1604,0,Mifflin,Hazleton
Pin,Hartman,Hartmn,39.86,-78.9877778,2350,0,Mifflin,Hartman
Pin,Mexico Farms,MxcFrm,39.6047222,-78.7605556,607,0,Mifflin,Mexico Farms
Pin,Moran,Moran,39.5005556,-79.0722222,2080,0,Mifflin,Moran
